SKU,Danh mục,Danh mục con,Tên sản phẩm,Thông số kỹ thuật,Xuất xứ,Giá (VNĐ)
NMT-1033,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z8,Cỡ xích: RS100 | Số răng: 8,,73000
NMT-1034,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z8,Cỡ xích: RS120 | Số răng: 8,,138000
NMT-1035,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z8,Cỡ xích: RS140 | Số răng: 8,,225000
NMT-1036,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z9,Cỡ xích: RS50 | Số răng: 9,,20000
NMT-1037,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z9,Cỡ xích: RS60 | Số răng: 9,,28000
NMT-1038,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z9,Cỡ xích: RS80 | Số răng: 9,,44000
NMT-1039,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z9,Cỡ xích: RS100 | Số răng: 9,,81000
NMT-1040,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z9,Cỡ xích: RS120 | Số răng: 9,,165000
NMT-1041,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z9,Cỡ xích: RS140 | Số răng: 9,,273000
NMT-1042,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z10,Cỡ xích: RS40 | Số răng: 10,,16000
NMT-1043,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z10,Cỡ xích: RS50 | Số răng: 10,,22000
NMT-1044,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z10,Cỡ xích: RS60 | Số răng: 10,,29000
NMT-1045,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z10,Cỡ xích: RS80 | Số răng: 10,,53000
NMT-1046,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z10,Cỡ xích: RS100 | Số răng: 10,,98000
NMT-1047,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z10,Cỡ xích: RS120 | Số răng: 10,,197000
NMT-1048,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z10,Cỡ xích: RS140 | Số răng: 10,,324000
NMT-1049,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z11,Cỡ xích: RS40 | Số răng: 11,,18000
NMT-1050,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z11,Cỡ xích: RS50 | Số răng: 11,,25000
NMT-1051,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z11,Cỡ xích: RS60 | Số răng: 11,,31000
NMT-1052,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z11,Cỡ xích: RS80 | Số răng: 11,,61000
NMT-1053,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z11,Cỡ xích: RS100 | Số răng: 11,,115000
NMT-1054,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z11,Cỡ xích: RS120 | Số răng: 11,,228000
NMT-1055,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z11,Cỡ xích: RS140 | Số răng: 11,,381000
NMT-1056,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z12,Cỡ xích: RS40 | Số răng: 12,,20000
NMT-1057,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z12,Cỡ xích: RS50 | Số răng: 12,,27000
NMT-1058,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z12,Cỡ xích: RS60 | Số răng: 12,,33000
NMT-1059,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z12,Cỡ xích: RS80 | Số răng: 12,,73000
NMT-1060,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z12,Cỡ xích: RS100 | Số răng: 12,,131000
NMT-1061,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z12,Cỡ xích: RS120 | Số răng: 12,,264000
NMT-1062,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z12,Cỡ xích: RS140 | Số răng: 12,,442000
NMT-1063,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z13,Cỡ xích: RS40 | Số răng: 13,,22000
NMT-1064,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z13,Cỡ xích: RS50 | Số răng: 13,,29000
NMT-1065,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z13,Cỡ xích: RS60 | Số răng: 13,,39000
NMT-1066,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z13,Cỡ xích: RS80 | Số răng: 13,,82000
NMT-1067,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z13,Cỡ xích: RS100 | Số răng: 13,,150000
NMT-1068,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z13,Cỡ xích: RS120 | Số răng: 13,,305000
NMT-1069,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z13,Cỡ xích: RS140 | Số răng: 13,,505000
NMT-1070,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z14,Cỡ xích: RS40 | Số răng: 14,,24000
NMT-1071,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z14,Cỡ xích: RS50 | Số răng: 14,,31000
NMT-1072,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z14,Cỡ xích: RS60 | Số răng: 14,,44000
NMT-1073,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z14,Cỡ xích: RS80 | Số răng: 14,,93000
NMT-1074,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z14,Cỡ xích: RS100 | Số răng: 14,,170000
NMT-1075,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z14,Cỡ xích: RS120 | Số răng: 14,,349000
NMT-1076,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z14,Cỡ xích: RS140 | Số răng: 14,,576000
NMT-1077,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z15,Cỡ xích: RS40 | Số răng: 15,,25000
NMT-1078,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z15,Cỡ xích: RS50 | Số răng: 15,,33000
NMT-1079,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z15,Cỡ xích: RS60 | Số răng: 15,,49000
NMT-1080,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z15,Cỡ xích: RS80 | Số răng: 15,,116000
NMT-1081,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z15,Cỡ xích: RS100 | Số răng: 15,,192000
NMT-1082,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z15,Cỡ xích: RS120 | Số răng: 15,,390000
NMT-1083,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z15,Cỡ xích: RS140 | Số răng: 15,,649000
NMT-1084,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z16,Cỡ xích: RS40 | Số răng: 16,,26000
NMT-1085,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z16,Cỡ xích: RS50 | Số răng: 16,,38000
NMT-1086,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z16,Cỡ xích: RS60 | Số răng: 16,,52000
NMT-1087,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z16,Cỡ xích: RS80 | Số răng: 16,,126000
NMT-1088,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z16,Cỡ xích: RS100 | Số răng: 16,,216000
NMT-1089,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z16,Cỡ xích: RS120 | Số răng: 16,,440000
NMT-1090,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z16,Cỡ xích: RS140 | Số răng: 16,,729000
NMT-1091,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z17,Cỡ xích: RS40 | Số răng: 17,,28000
NMT-1092,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z17,Cỡ xích: RS50 | Số răng: 17,,40000
NMT-1093,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z17,Cỡ xích: RS60 | Số răng: 17,,55000
NMT-1094,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z17,Cỡ xích: RS80 | Số răng: 17,,140000
NMT-1095,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z17,Cỡ xích: RS100 | Số răng: 17,,242000
NMT-1096,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z17,Cỡ xích: RS120 | Số răng: 17,,488000
NMT-1097,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z17,Cỡ xích: RS140 | Số răng: 17,,813000
NMT-1098,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z18,Cỡ xích: RS40 | Số răng: 18,,32000
NMT-1099,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z18,Cỡ xích: RS50 | Số răng: 18,,50000
NMT-1100,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z18,Cỡ xích: RS60 | Số răng: 18,,63000
NMT-1101,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z18,Cỡ xích: RS80 | Số răng: 18,,160000
NMT-1102,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z18,Cỡ xích: RS100 | Số răng: 18,,264000
NMT-1103,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z18,Cỡ xích: RS120 | Số răng: 18,,539000
NMT-1104,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z18,Cỡ xích: RS140 | Số răng: 18,,900000
NMT-1105,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z19,Cỡ xích: RS40 | Số răng: 19,,35000
NMT-1106,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z19,Cỡ xích: RS50 | Số răng: 19,,52000
NMT-1107,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z19,Cỡ xích: RS60 | Số răng: 19,,70000
NMT-1108,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z19,Cỡ xích: RS80 | Số răng: 19,,168000
NMT-1109,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z19,Cỡ xích: RS100 | Số răng: 19,,293000
NMT-1110,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z19,Cỡ xích: RS120 | Số răng: 19,,593000
NMT-1111,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z19,Cỡ xích: RS140 | Số răng: 19,,994000
NMT-1112,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z20,Cỡ xích: RS40 | Số răng: 20,,38000
NMT-1113,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z20,Cỡ xích: RS50 | Số răng: 20,,55000
NMT-1114,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z20,Cỡ xích: RS60 | Số răng: 20,,82000
NMT-1115,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z20,Cỡ xích: RS80 | Số răng: 20,,190000
NMT-1116,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z20,Cỡ xích: RS100 | Số răng: 20,,319000
NMT-1117,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z20,Cỡ xích: RS120 | Số răng: 20,,652000
NMT-1118,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z20,Cỡ xích: RS140 | Số răng: 20,,1089000
NMT-1119,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z21,Cỡ xích: RS40 | Số răng: 21,,40000
NMT-1120,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z21,Cỡ xích: RS50 | Số răng: 21,,58000
NMT-1121,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z21,Cỡ xích: RS60 | Số răng: 21,,88000
NMT-1122,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z21,Cỡ xích: RS80 | Số răng: 21,,207000
NMT-1123,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z21,Cỡ xích: RS100 | Số răng: 21,,349000
NMT-1124,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z21,Cỡ xích: RS120 | Số răng: 21,,711000
NMT-1125,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z21,Cỡ xích: RS140 | Số răng: 21,,1191000
NMT-1126,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z22,Cỡ xích: RS40 | Số răng: 22,,42000
NMT-1127,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z22,Cỡ xích: RS50 | Số răng: 22,,60000
NMT-1128,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z22,Cỡ xích: RS60 | Số răng: 22,,96000
NMT-1129,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z22,Cỡ xích: RS80 | Số răng: 22,,233000
NMT-1130,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z22,Cỡ xích: RS100 | Số răng: 22,,381000
NMT-1131,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z22,Cỡ xích: RS120 | Số răng: 22,,776000
NMT-1132,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z22,Cỡ xích: RS140 | Số răng: 22,,1296000
NMT-1133,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z23,Cỡ xích: RS40 | Số răng: 23,,45000
NMT-1134,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z23,Cỡ xích: RS50 | Số răng: 23,,63000
NMT-1135,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z23,Cỡ xích: RS60 | Số răng: 23,,103000
NMT-1136,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z23,Cỡ xích: RS80 | Số răng: 23,,245000
NMT-1137,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z23,Cỡ xích: RS100 | Số răng: 23,,413000
NMT-1138,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z23,Cỡ xích: RS120 | Số răng: 23,,839000
NMT-1139,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z23,Cỡ xích: RS140 | Số răng: 23,,1406000
NMT-1140,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z24,Cỡ xích: RS40 | Số răng: 24,,47000
NMT-1141,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z24,Cỡ xích: RS50 | Số răng: 24,,66000
NMT-1142,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z24,Cỡ xích: RS60 | Số răng: 24,,112000
NMT-1143,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z24,Cỡ xích: RS80 | Số răng: 24,,261000
NMT-1144,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z24,Cỡ xích: RS100 | Số răng: 24,,449000
NMT-1145,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z24,Cỡ xích: RS120 | Số răng: 24,,906000
NMT-1146,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z24,Cỡ xích: RS140 | Số răng: 24,,1521000
NMT-1147,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z25,Cỡ xích: RS40 | Số răng: 25,,48000
NMT-1148,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z25,Cỡ xích: RS50 | Số răng: 25,,73000
NMT-1149,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z25,Cỡ xích: RS60 | Số răng: 25,,119000
NMT-1150,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z25,Cỡ xích: RS80 | Số răng: 25,,284000
NMT-1151,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z25,Cỡ xích: RS100 | Số răng: 25,,482000
NMT-1152,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z25,Cỡ xích: RS120 | Số răng: 25,,978000
NMT-1153,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z25,Cỡ xích: RS140 | Số răng: 25,,1641000
NMT-1154,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z26,Cỡ xích: RS40 | Số răng: 26,,50000
NMT-1155,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z26,Cỡ xích: RS50 | Số răng: 26,,80000
NMT-1156,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z26,Cỡ xích: RS60 | Số răng: 26,,126000
NMT-1157,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z26,Cỡ xích: RS80 | Số răng: 26,,305000
NMT-1158,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z26,Cỡ xích: RS100 | Số răng: 26,,516000
NMT-1159,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z26,Cỡ xích: RS120 | Số răng: 26,,1053000
NMT-1160,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z26,Cỡ xích: RS140 | Số răng: 26,,1873000
NMT-1161,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z27,Cỡ xích: RS40 | Số răng: 27,,53000
NMT-1162,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z27,Cỡ xích: RS50 | Số răng: 27,,84000
NMT-1163,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z27,Cỡ xích: RS60 | Số răng: 27,,134000
NMT-1164,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z27,Cỡ xích: RS80 | Số răng: 27,,332000
NMT-1165,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z27,Cỡ xích: RS100 | Số răng: 27,,557000
NMT-1166,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z27,Cỡ xích: RS120 | Số răng: 27,,1131000
NMT-1167,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z27,Cỡ xích: RS140 | Số răng: 27,,1894000
NMT-1168,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z28,Cỡ xích: RS40 | Số răng: 28,,60000
NMT-1169,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z28,Cỡ xích: RS50 | Số răng: 28,,87000
NMT-1170,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z28,Cỡ xích: RS60 | Số răng: 28,,149000
NMT-1171,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z28,Cỡ xích: RS80 | Số răng: 28,,351000
NMT-1172,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z28,Cỡ xích: RS100 | Số răng: 28,,593000
NMT-1173,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z28,Cỡ xích: RS120 | Số răng: 28,,1210000
NMT-1174,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z28,Cỡ xích: RS140 | Số răng: 28,,2024000
NMT-1175,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z29,Cỡ xích: RS40 | Số răng: 29,,62000
NMT-1176,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z29,Cỡ xích: RS50 | Số răng: 29,,94000
NMT-1177,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z29,Cỡ xích: RS60 | Số răng: 29,,163000
NMT-1178,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z29,Cỡ xích: RS80 | Số răng: 29,,371000
NMT-1179,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z29,Cỡ xích: RS100 | Số răng: 29,,633000
NMT-1180,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z29,Cỡ xích: RS120 | Số răng: 29,,1304000
NMT-1181,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z29,Cỡ xích: RS140 | Số răng: 29,,2162000
NMT-1182,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z30,Cỡ xích: RS40 | Số răng: 30,,66000
NMT-1183,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z30,Cỡ xích: RS50 | Số răng: 30,,98000
NMT-1184,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z30,Cỡ xích: RS60 | Số răng: 30,,169000
NMT-1185,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z30,Cỡ xích: RS80 | Số răng: 30,,398000
NMT-1186,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z30,Cỡ xích: RS100 | Số răng: 30,,674000
NMT-1187,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z30,Cỡ xích: RS120 | Số răng: 30,,1378000
NMT-1188,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z30,Cỡ xích: RS140 | Số răng: 30,,2304000
NMT-1189,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z31,Cỡ xích: RS40 | Số răng: 31,,70000
NMT-1190,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z31,Cỡ xích: RS50 | Số răng: 31,,105000
NMT-1191,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z31,Cỡ xích: RS60 | Số răng: 31,,211000
NMT-1192,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z31,Cỡ xích: RS80 | Số răng: 31,,425000
NMT-1193,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z31,Cỡ xích: RS100 | Số răng: 31,,717000
NMT-1194,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z31,Cỡ xích: RS120 | Số răng: 31,,1599000
NMT-1195,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z31,Cỡ xích: RS140 | Số răng: 31,,2450000
NMT-1196,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z32,Cỡ xích: RS40 | Số răng: 32,,73000
NMT-1197,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z32,Cỡ xích: RS50 | Số răng: 32,,110000
NMT-1198,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z32,Cỡ xích: RS60 | Số răng: 32,,224000
NMT-1199,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z32,Cỡ xích: RS80 | Số răng: 32,,450000
NMT-1200,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z32,Cỡ xích: RS100 | Số răng: 32,,759000
NMT-1201,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z32,Cỡ xích: RS120 | Số răng: 32,,1696000
NMT-1202,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS140 Z32,Cỡ xích: RS140 | Số răng: 32,,2600000
NMT-1203,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS40 Z33,Cỡ xích: RS40 | Số răng: 33,,76000
NMT-1204,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS50 Z33,Cỡ xích: RS50 | Số răng: 33,,117000
NMT-1205,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS60 Z33,Cỡ xích: RS60 | Số răng: 33,,238000
NMT-1206,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS80 Z33,Cỡ xích: RS80 | Số răng: 33,,476000
NMT-1207,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS100 Z33,Cỡ xích: RS100 | Số răng: 33,,801000
NMT-1208,Nhông đĩa xích,Nhông miếng không cùi (Sprocket TA),Nhông RS120 Z33,Cỡ xích: RS120 | Số răng: 33,,1798000
